Sym,Time,Bot/Sld,Price,Quantity,Commision,P&L,Amount,Trade Type
ADBE,1/16/2024 10:34,Bot,595.93,33,,-214.5,19665.69,Opening
U,1/16/2024 10:32,Bot,34.12,178,,-178,6073.36,Opening
ADBE,1/16/2024 9:56,Sld,589.27,33,,,19445.91,Closing
ADBE,1/16/2024 9:55,Sld,589.59,33,,,19456.47,Closing
U,1/16/2024 9:42,Sld,33.1,178,,,5891.8,Closing
U,1/16/2024 9:42,Sld,33.14,178,,,5898.92,Closing
AMD,1/16/2024 9:38,Bot,151.96,150,,,22794,Opening
AMD,1/16/2024 9:38,Bot,151.97,150,,,22795.5,Opening
AMD,1/16/2024 9:37,Sld,152.59,285,,5.7,43488.15,Closing
AMD,1/16/2024 9:37,Sld,152.59,285,,5.7,43488.15,Closing
AUVIQ,1/16/2024 9:36,Sld,3.14,312,,20.28,979.68,Closing
AMD,1/16/2024 9:36,Bot,152.59,285,,,43488.15,Opening
AMD,1/16/2024 9:36,Bot,152.55,285,,,43476.75,Opening
ACCD,1/16/2024 9:30,Sld,13.58,162,,8.1,2199.96,Closing
ACLS,1/16/2024 9:30,Bot,118.15,61,,-142.435,7207.15,Opening
ACLS,1/16/2024 9:30,Bot,118.15,61,,-142.435,7207.15,Opening
LABD,1/16/2024 9:30,Bot,9.5,216,,-171.72,2052,Opening
LABD,1/16/2024 9:30,Bot,9.5,216,,-171.72,2052,Opening
BA,1/12/2024 15:51,Sld,217.99,16,,,3487.84,Closing
BA,1/12/2024 15:51,Sld,217.91,16,,,3486.56,Closing
AUVIQ,1/12/2024 14:58,Sld,4.34,312,,394.68,1354.08,Closing
AUVIQ,1/12/2024 9:56,Bot,3.06,312,,,954.72,Opening
AUVIQ,1/12/2024 9:55,Bot,3.09,312,,,964.08,Opening
AYI,1/12/2024 9:48,Sld,224.6,86,,218.01,19315.6,Closing
LABD,1/12/2024 9:45,Sld,8.7,216,,,1879.2,Closing
LABD,1/12/2024 9:44,Sld,8.71,216,,,1881.36,Closing
SQ,1/12/2024 9:30,Bot,68.31,74,,1.11,5054.94,Opening
SQ,1/11/2024 14:29,Bot,67.98,74,,25.53,5030.52,Opening
MSFT,1/11/2024 10:06,Sld,383.7,23,,0.805,8825.1,Closing
MSFT,1/11/2024 10:06,Sld,383.84,23,,4.025,8828.32,Closing
MSFT,1/11/2024 10:06,Sld,384.11,23,,10.235,8834.53,Closing
MSFT,1/11/2024 10:06,Sld,384.11,23,,10.235,8834.53,Closing
MARA,1/11/2024 10:04,Sld,25.95,192,,-347.52,4982.4,Closing
MARA,1/11/2024 10:04,Sld,25.97,192,,-343.68,4986.24,Closing
MARA,1/11/2024 9:37,Bot,27.74,192,,,5326.08,Opening
MARA,1/11/2024 9:37,Bot,27.78,192,,,5333.76,Opening
MARA,1/11/2024 9:37,Sld,27.67,286,,-54.34,7913.62,Closing
MARA,1/11/2024 9:36,Bot,27.86,286,,,7967.96,Opening
SIDU,1/11/2024 9:31,Sld,11.5,19,,23.18,218.5,Closing
NKE,1/11/2024 9:30,Bot,104.22,31,,32.86,3230.82,Opening
SQ,1/10/2024 15:20,Sld,68.32,74,,,5055.68,Closing
SQ,1/10/2024 15:20,Sld,68.33,74,,,5056.42,Closing
MSFT,1/10/2024 15:16,Bot,383.69,23,,,8824.87,Opening
MSFT,1/10/2024 15:16,Bot,383.73,23,,,8825.79,Opening
MSFT,1/10/2024 15:15,Bot,383.59,23,,,8822.57,Opening
MSFT,1/10/2024 15:15,Bot,383.65,23,,,8823.95,Opening
ACLS,1/10/2024 15:05,Sld,115.84,61,,,7066.24,Closing
ACLS,1/10/2024 15:05,Sld,115.79,61,,,7063.19,Closing
RUN,1/10/2024 11:45,Bot,16.3,315,,-130.4297,5134.5,Opening
RUN,1/10/2024 11:45,Bot,16.28,357,,-140.6803,5811.96,Opening
DHI,1/10/2024 11:12,Sld,154,183,,-415.41,28182,Closing
DHI,1/10/2024 11:10,Sld,154.11,183,,-395.28,28202.13,Closing
METC,1/10/2024 10:04,Sld,21.82,377,,11.31,8226.14,Closing
META,1/10/2024 9:43,Bot,367.22,40,,,14688.8,Opening
META,1/10/2024 9:43,Bot,367.48,40,,,14699.2,Opening
METC,1/10/2024 9:34,Sld,21.8,377,,3.77,8218.6,Closing
DHI,1/10/2024 9:33,Bot,155.82,183,,,28515.06,Opening
DHI,1/10/2024 9:32,Bot,156.72,183,,,28679.76,Opening
ACCD,1/9/2024 15:51,Sld,15.04,162,,244.62,2436.48,Closing
PTON,1/9/2024 14:54,Sld,6.21,217,,59.675,1347.57,Closing
VTEX,1/9/2024 12:33,Sld,7.58,321,,3.21,2433.18,Closing
VTEX,1/9/2024 12:33,Sld,7.59,321,,6.42,2436.39,Closing
METC,1/9/2024 11:50,Bot,21.79,377,,,8214.83,Opening
METC,1/9/2024 11:50,Bot,21.79,377,,,8214.83,Opening
ACCD,1/9/2024 9:56,Bot,13.51,162,,,2188.62,Opening
ACCD,1/9/2024 9:55,Bot,13.55,162,,,2195.1,Opening
ACCD,1/9/2024 9:55,Sld,13.61,2826,,-197.82,38461.86,Closing
RUN,1/9/2024 9:49,Sld,15.87,315,,,4999.05,Closing
RUN,1/9/2024 9:48,Sld,15.9,357,,,5676.3,Closing
AYI,1/9/2024 9:44,Bot,222.13,43,,,9551.59,Opening
AYI,1/9/2024 9:44,Bot,222,43,,,9546,Opening
ACCD,1/9/2024 9:41,Bot,13.68,2826,,,38659.68,Opening
RXST,1/8/2024 15:53,Sld,45.36,163,,516.71,7393.68,Closing
PTEN,1/8/2024 11:20,Bot,10.31,1295,,12.95,13351.45,Opening
PTEN,1/8/2024 11:20,Bot,10.31,1295,,12.95,13351.45,Opening
DUOL,1/8/2024 10:48,Bot,212.38,42,,-349.86,8919.96,Opening
DUOL,1/8/2024 10:48,Bot,212.38,42,,-349.86,8919.96,Opening
SIDU,1/8/2024 10:30,Sld,13.85,19,,67.83,263.15,Closing
CVNA,1/8/2024 10:16,Bot,48.39,33,,-31.3587,1596.87,Opening
RXST,1/8/2024 9:38,Bot,42.18,163,,,6875.34,Opening
RXST,1/8/2024 9:38,Bot,42.2,163,,,6878.6,Opening
PTEN,1/8/2024 9:35,Sld,10.32,1295,,,13364.4,Closing
PTEN,1/8/2024 9:35,Sld,10.32,1295,,,13364.4,Closing
SGD,1/8/2024 9:30,Sld,1.81,283,,-89.145,512.23,Closing
SGD,1/8/2024 9:30,Sld,1.81,283,,-89.145,512.23,Closing
CVNA,1/5/2024 10:39,Bot,48.32,33,,-29.0487,1594.56,Opening
CVNA,1/5/2024 10:36,Bot,48.2,62,,-47.1363,2988.4,Opening
CVNA,1/5/2024 10:36,Bot,48.14,62,,-43.4163,2984.68,Opening
VTEX,1/5/2024 9:59,Bot,7.57,321,,,2429.97,Opening
VTEX,1/5/2024 9:58,Bot,7.57,321,,,2429.97,Opening
VTEX,1/5/2024 9:58,Sld,7.54,321,,-9.63,2420.34,Closing
VTEX,1/5/2024 9:58,Bot,7.57,321,,,2429.97,Opening
SGD,1/5/2024 9:49,Bot,2.13,283,,,602.79,Opening
SGD,1/5/2024 9:48,Bot,2.12,283,,,599.96,Opening
PTON,1/5/2024 9:31,Sld,6.57,217,,137.795,1425.69,Closing
CVNA,1/5/2024 9:30,Sld,44.6,62,,,2765.2,Closing
CVNA,1/5/2024 9:30,Sld,44.6,62,,,2765.2,Closing
DUOL,1/5/2024 9:30,Sld,204.05,42,,,8570.1,Closing
DUOL,1/5/2024 9:30,Sld,204.05,42,,,8570.1,Closing
PTON,1/4/2024 9:49,Bot,5.92,217,,,1284.64,Opening
PTON,1/4/2024 9:48,Bot,5.95,217,,,1291.15,Opening
SIDU,1/3/2024 10:04,Bot,10.2,19,,,193.8,Opening
SIDU,1/3/2024 9:59,Bot,10.36,19,,,196.84,Opening
NKE,1/3/2024 9:55,Bot,107.48,31,,-68.2,3331.88,Opening
NKE,1/3/2024 9:35,Sld,105.29,31,,,3263.99,Closing
NKE,1/3/2024 9:35,Sld,105.27,31,,,3263.37,Closing
FUTU,1/2/2024 9:30,Sld,52.95,91,,-192.01,4818.45,Closing
FUTU,1/2/2024 9:30,Sld,53.06,91,,-182,4828.46,Closing
CVNA,12/29/2023 15:55,Sld,52.82,33,,,1743.06,Closing
CVNA,12/29/2023 15:54,Sld,52.73,33,,,1740.09,Closing
SOXS,12/29/2023 10:34,Bot,5.72,1005,,10.05,5748.6,Opening
WULF,12/29/2023 10:13,Sld,2.72,661,,9.915,1797.92,Closing
CLSK,12/29/2023 10:11,Sld,12.27,239,,-161.325,2932.53,Closing
CLSK,12/29/2023 9:53,Sld,12.97,239,,5.975,3099.83,Closing
SRRK,12/29/2023 9:30,Sld,19.16,114,,-174.99,2184.24,Closing
SRRK,12/29/2023 9:30,Sld,19.16,114,,-174.99,2184.24,Closing
NEPH,12/28/2023 12:40,Sld,3.52,438,,-21.9,1541.76,Closing
NEPH,12/28/2023 12:40,Sld,3.52,438,,-21.9,1541.76,Closing
WULF,12/28/2023 12:37,Sld,3.15,661,,294.145,2082.15,Closing
ENPH,12/28/2023 9:44,Sld,133.81,40,,-197,5352.4,Closing
ENPH,12/28/2023 9:44,Sld,133.91,40,,-193,5356.4,Closing
FUTU,12/28/2023 9:41,Bot,55.06,91,,,5010.46,Opening
FUTU,12/28/2023 9:40,Bot,55.06,91,,,5010.46,Opening
SRRK,12/28/2023 9:37,Bot,20.69,114,,,2358.66,Opening
SRRK,12/28/2023 9:37,Bot,20.7,114,,,2359.8,Opening
SOXS,12/27/2023 10:46,Bot,5.72,1005,,10.05,5748.6,Opening
CLSK,12/27/2023 10:14,Bot,12.94,239,,,3092.66,Opening
CLSK,12/27/2023 10:14,Bot,12.95,239,,,3095.05,Opening
WULF,12/27/2023 10:00,Bot,2.7,661,,,1784.7,Opening
WULF,12/27/2023 10:00,Bot,2.71,661,,,1791.31,Opening
NEPH,12/26/2023 11:56,Bot,3.57,438,,,1563.66,Opening
NEPH,12/26/2023 11:56,Bot,3.57,438,,,1563.66,Opening
SOXS,12/26/2023 11:37,Sld,5.73,1005,,,5758.65,Closing
SOXS,12/26/2023 11:36,Sld,5.73,1005,,,5758.65,Closing
SOXS,12/26/2023 10:51,Bot,5.8,1899,,,11014.2,Opening
ENPH,12/26/2023 9:46,Bot,138.8,40,,,5552,Opening
ENPH,12/26/2023 9:46,Bot,138.67,40,,,5546.8,Opening
SOXS,12/26/2023 9:36,Sld,5.8,1899,,,11014.2,Closing
CVX,12/22/2023 11:47,Sld,151.49,126,,345.24,19087.74,Closing
DPST,12/22/2023 11:47,Sld,97.03,46,,1585.85,4463.38,Closing
ENPH,12/22/2023 11:47,Sld,135.43,29,,444.135,3927.47,Closing
TNA,12/22/2023 11:47,Sld,40.12,30,,167.25,1203.6,Closing
AFRM,12/20/2023 15:47,Sld,45.88,66,,-360.36,3028.08,Closing
AFRM,12/20/2023 15:29,Sld,45.92,66,,-357.72,3030.72,Closing
AMZN,12/20/2023 15:03,Sld,152.17,155,,1.55,23586.35,Closing
AMZN,12/20/2023 15:03,Sld,152.22,155,,9.3,23594.1,Closing
MU,12/20/2023 14:53,Sld,79.27,49,,69.335,3884.23,Closing
TNA,12/20/2023 10:30,Sld,40.33,30,,173.55,1209.9,Closing
AFRM,12/19/2023 15:04,Bot,51.34,66,,,3388.44,Opening
AFRM,12/19/2023 15:03,Bot,51.34,66,,,3388.44,Opening
RUN,12/19/2023 11:56,Sld,18.87,550,,-404.25,10378.5,Closing
RUN,12/19/2023 11:56,Sld,18.89,550,,-393.25,10389.5,Closing
UPST,12/19/2023 11:25,Sld,46.69,211,,-449.43,9851.59,Closing
UPST,12/19/2023 11:25,Sld,46.69,211,,-449.43,9851.59,Closing
ENPH,12/19/2023 9:51,Sld,133.95,29,,401.215,3884.55,Closing
UPST,12/19/2023 9:37,Bot,48.85,211,,,10307.35,Opening
UPST,12/19/2023 9:37,Bot,48.79,211,,,10294.69,Opening
RUN,12/19/2023 9:35,Bot,19.59,550,,,10774.5,Opening
RUN,12/19/2023 9:35,Bot,19.62,550,,,10791,Opening
STTK,12/18/2023 15:14,Sld,5.37,185,,7.4,993.45,Closing
STTK,12/18/2023 15:14,Sld,5.4,185,,12.95,999,Closing
SEDG,12/18/2023 10:52,Sld,91.75,73,,-373.76,6697.75,Closing
SEDG,12/18/2023 10:37,Sld,91.79,73,,-370.84,6700.67,Closing
SEDG,12/18/2023 9:50,Bot,96.9,73,,,7073.7,Opening
SEDG,12/18/2023 9:49,Bot,96.84,73,,,7069.32,Opening
AMZN,12/18/2023 9:43,Bot,152.17,155,,,23586.35,Opening
AMZN,12/18/2023 9:42,Bot,152.15,155,,,23583.25,Opening
ARM,12/18/2023 9:34,Sld,68.86,265,,7.95,18247.9,Closing
ARM,12/18/2023 9:34,Sld,68.86,265,,7.95,18247.9,Closing
JBLU,12/18/2023 9:32,Sld,5.49,181,,1.81,993.69,Closing
JBLU,12/18/2023 9:30,Sld,5.5,181,,3.62,995.5,Closing
CVX,12/15/2023 9:41,Bot,148.75,63,,,9371.25,Opening
CVX,12/15/2023 9:41,Bot,148.75,63,,,9371.25,Opening
CVX,12/15/2023 9:41,Sld,148.48,190,,-10.12,28211.2,Closing
CVX,12/15/2023 9:39,Bot,148.56,63,,,9359.28,Opening
CVX,12/15/2023 9:38,Bot,148.52,127,,,18862.04,Opening
MU,12/14/2023 10:54,Sld,82.11,49,,208.495,4023.39,Closing
STTK,12/14/2023 10:14,Bot,5.32,185,,,984.2,Opening
STTK,12/14/2023 10:13,Bot,5.34,185,,,987.9,Opening
ENPH,12/14/2023 9:44,Bot,120.23,29,,,3486.67,Opening
ENPH,12/14/2023 9:44,Bot,120,29,,,3480,Opening
ARM,12/14/2023 9:38,Bot,68.88,265,,,18253.2,Opening
ARM,12/14/2023 9:38,Bot,68.78,265,,,18226.7,Opening
PATH,12/14/2023 9:37,Sld,25.79,329,,-199.045,8484.91,Closing
PATH,12/14/2023 9:37,Sld,25.8,329,,-195.755,8488.2,Closing
PATH,12/14/2023 9:34,Bot,26.42,329,,,8692.18,Opening
PATH,12/14/2023 9:33,Bot,26.37,329,,,8675.73,Opening
TNA,12/13/2023 14:46,Bot,34.56,30,,,1036.8,Opening
TNA,12/13/2023 14:45,Bot,34.53,30,,,1035.9,Opening
STTK,12/13/2023 9:46,Sld,4.32,79,,-58.065,341.28,Closing
STTK,12/13/2023 9:46,Sld,4.32,79,,-58.065,341.28,Closing
STTK,12/13/2023 9:36,Bot,5.04,79,,,398.16,Opening
STTK,12/13/2023 9:35,Bot,5.07,79,,,400.53,Opening
VRNT,12/12/2023 9:45,Sld,26.81,16,,-43.2,428.96,Closing
VRNT,12/12/2023 9:45,Sld,26.81,16,,-43.2,428.96,Closing
MU,12/11/2023 11:57,Bot,77.85,49,,,3814.65,Opening
MU,12/11/2023 11:57,Bot,77.86,49,,,3815.14,Opening
PARA,12/11/2023 10:01,Sld,16.36,67,,3.35,1096.12,Closing
PARA,12/11/2023 10:01,Sld,16.39,67,,5.36,1098.13,Closing
PARA,12/8/2023 9:53,Bot,16.31,67,,,1092.77,Opening
PARA,12/8/2023 9:53,Bot,16.31,67,,,1092.77,Opening
BABA,12/8/2023 9:47,Bot,72.31,105,,385.35,7592.55,Opening
GOOGL,12/8/2023 9:30,Sld,134.2,23,,-55.89,3086.6,Closing
GOOGL,12/8/2023 9:30,Sld,134.2,23,,-55.89,3086.6,Closing
VRNT,12/7/2023 13:10,Bot,29.51,16,,,472.16,Opening
VRNT,12/7/2023 13:09,Bot,29.51,16,,,472.16,Opening
GOOGL,12/7/2023 11:06,Bot,136.62,23,,,3142.26,Opening
GOOGL,12/7/2023 11:06,Bot,136.64,23,,,3142.72,Opening
JBLU,12/7/2023 11:01,Bot,5.48,181,,,991.88,Opening
JBLU,12/7/2023 11:01,Bot,5.48,181,,,991.88,Opening
KMDA,12/7/2023 9:51,Sld,5.56,368,,-103.04,2046.08,Closing
KMDA,12/7/2023 9:51,Sld,5.59,368,,-92,2057.12,Closing
UPST,12/7/2023 9:48,Sld,32.86,36,,-128.7,1182.96,Closing
BYND,12/7/2023 9:45,Sld,8.72,223,,5.575,1944.56,Closing
GTLB,12/7/2023 9:45,Sld,58.93,38,,2.66,2239.34,Closing
S,12/7/2023 9:34,Sld,22.23,77,,-91.63,1711.71,Closing
S,12/7/2023 9:34,Sld,22.29,77,,-87.01,1716.33,Closing
GTLB,12/7/2023 9:30,Sld,59.13,38,,10.26,2246.94,Closing
UPST,12/7/2023 9:30,Sld,33.59,36,,-102.42,1209.24,Closing
CONL,12/7/2023 9:30,Sld,22.58,142,,-7.1,3206.36,Closing
METC,12/6/2023 12:34,Sld,17.8,170,,-78.2,3026,Closing
METC,12/6/2023 12:34,Sld,17.8,170,,-78.2,3026,Closing
BYND,12/6/2023 11:43,Sld,9.57,223,,195.125,2134.11,Closing
KMDA,12/6/2023 10:03,Bot,5.84,368,,,2149.12,Opening
KMDA,12/6/2023 10:03,Bot,5.84,368,,,2149.12,Opening
UPST,12/6/2023 9:52,Bot,36.43,36,,,1311.48,Opening
UPST,12/6/2023 9:52,Bot,36.44,36,,,1311.84,Opening
S,12/6/2023 9:45,Bot,23.39,77,,,1801.03,Opening
S,12/6/2023 9:45,Bot,23.45,77,,,1805.65,Opening
METC,12/6/2023 9:41,Bot,18.26,170,,,3104.2,Opening
METC,12/6/2023 9:41,Bot,18.26,170,,,3104.2,Opening
METC,12/6/2023 9:40,Sld,18.18,802,,24.06,14580.36,Closing
METC,12/6/2023 9:40,Bot,18.15,802,,,14556.3,Opening
COIN,12/5/2023 15:44,Sld,139.84,30,,-167.4,4195.2,Closing
COIN,12/5/2023 15:44,Sld,139.84,30,,-167.4,4195.2,Closing
CVNA,12/5/2023 12:42,Sld,37.48,131,,-189.95,4909.88,Closing
CVNA,12/5/2023 12:42,Sld,37.48,131,,-189.95,4909.88,Closing
COIN,12/5/2023 10:05,Bot,145.36,30,,,4360.8,Opening
COIN,12/5/2023 10:04,Bot,145.48,30,,,4364.4,Opening
GTLB,12/5/2023 9:51,Bot,58.81,38,,,2234.78,Opening
GTLB,12/5/2023 9:51,Bot,58.91,38,,,2238.58,Opening
PDD,12/5/2023 9:30,Sld,138.62,14,,0.07,1940.68,Closing
SMCI,12/4/2023 12:18,Bot,267.9,17,,-183.345,4554.3,Opening
SMCI,12/4/2023 12:18,Bot,267.9,17,,-183.345,4554.3,Opening
CVNA,12/4/2023 10:54,Bot,38.93,131,,,5099.83,Opening
CVNA,12/4/2023 10:54,Bot,38.93,131,,,5099.83,Opening
BYND,12/4/2023 10:45,Bot,8.69,223,,,1937.87,Opening
BYND,12/4/2023 10:45,Bot,8.7,223,,,1940.1,Opening
SMCI,12/4/2023 10:35,Sld,257.22,17,,,4372.74,Closing
SMCI,12/4/2023 10:35,Sld,257.01,17,,,4369.17,Closing
CONL,12/4/2023 9:30,Sld,26.24,142,,512.62,3726.08,Closing
DPST,12/1/2023 12:07,Sld,71.1,46,,393.07,3270.6,Closing
CONL,12/1/2023 11:19,Bot,22.63,142,,,3213.46,Opening
CONL,12/1/2023 11:19,Bot,22.63,142,,,3213.46,Opening
BABA,12/1/2023 9:30,Bot,72.91,105,,322.35,7655.55,Opening
MSFT,11/30/2023 11:40,Sld,376.55,7,,-0.455,2635.85,Closing
MSFT,11/30/2023 10:52,Sld,376.88,7,,1.855,2638.16,Closing
PDD,11/30/2023 10:25,Sld,145.84,14,,101.15,2041.76,Closing
FL,11/29/2023 10:11,Sld,27.38,142,,-161.17,3887.96,Closing
FL,11/29/2023 10:11,Sld,27.4,142,,-158.33,3890.8,Closing
FL,11/29/2023 9:51,Bot,28.55,142,,,4054.1,Opening
FL,11/29/2023 9:51,Bot,28.48,142,,,4044.16,Opening
DPST,11/29/2023 9:42,Bot,62.56,46,,,2877.76,Opening
DPST,11/29/2023 9:42,Bot,62.55,46,,,2877.3,Opening
BABA,11/28/2023 10:51,Sld,75.98,105,,,7977.9,Closing
BABA,11/28/2023 10:50,Sld,75.98,105,,,7977.9,Closing
DIS,11/28/2023 10:06,Sld,94.21,1,,0.07,94.21,Closing
DIS,11/28/2023 10:05,Sld,94.25,1,,0.11,94.25,Closing
PDD,11/28/2023 9:39,Bot,138.26,14,,,1935.64,Opening
PDD,11/28/2023 9:39,Bot,138.97,14,,,1945.58,Opening
AMZN,11/28/2023 9:30,Sld,146.87,84,,-172.62,12337.08,Closing
AMZN,11/28/2023 9:30,Sld,146.88,84,,-171.78,12337.92,Closing
AMZN,11/27/2023 10:49,Bot,148.93,84,,,12510.12,Opening
AMZN,11/27/2023 10:49,Bot,148.92,84,,,12509.28,Opening
QQQ,11/24/2023 10:52,Sld,388.5,72,,8.28,27972,Closing
QQQ,11/24/2023 10:52,Sld,388.5,72,,8.28,27972,Closing
QQQ,11/21/2023 10:16,Bot,388.25,72,,,27954,Opening
QQQ,11/21/2023 10:16,Bot,388.52,72,,,27973.44,Opening
MSFT,11/20/2023 9:36,Bot,376.44,7,,,2635.08,Opening
MSFT,11/20/2023 9:36,Bot,376.79,7,,,2637.53,Opening
DIS,11/15/2023 9:48,Bot,94.12,1,,,94.12,Opening
DIS,11/15/2023 9:48,Bot,94.16,1,,,94.16,Opening
ALB,11/13/2023 11:44,Bot,115.47,18,,-51.21,2078.46,Opening
ALB,11/13/2023 11:43,Bot,115.44,18,,-50.67,2077.92,Opening
ALB,11/13/2023 10:23,Sld,112.6,18,,,2026.8,Closing
ALB,11/13/2023 10:23,Sld,112.65,18,,,2027.7,Closing
MSTR,11/9/2023 14:41,Sld,494.15,3,,-105.84,1482.45,Closing
TPST,11/9/2023 13:12,Sld,3.36,64,,-31.04,215.04,Closing
TPST,11/9/2023 13:12,Sld,3.36,64,,-31.04,215.04,Closing
TPST,11/9/2023 9:55,Bot,3.84,64,,,245.76,Opening
TPST,11/9/2023 9:55,Bot,3.85,64,,,246.4,Opening
MSTR,11/9/2023 9:54,Bot,529.43,3,,,1588.29,Opening
